"","X","Year","Ceremony","Category","Nominee","Additional.Info","Won.Academy.Award","Film","Artist","Film.ID"
"1284",1284,2001,"2001 (74th)","Scientific and Technical (Technical Achievement Award)","To STEVE SULLIVAN and ERIC R.L. SCHAFER for the development of the ILM Motion and Structure Recovery System (MARS). The MARS system provides analysis of camera motion and object motion, and their dimensions. It employs a rich set of user-interface tools and sophisticated algorithms. [Digital Imaging Technology]","","YES",NA,NA,NA
"1285",1285,2001,"2001 (74th)","Scientific and Technical (Technical Achievement Award)","To CARL LUDWIG and JOHN M. CONSTANTINE, JR. for their contributions to CELCO Digital Film Recorder products. CELCO recorder products have had a significant impact on the industry through continual improvements in their technology. [Special Photographic]","","YES",NA,NA,NA
"1286",1286,2001,"2001 (74th)","Scientific and Technical (Technical Achievement Award)","To BILL SPITZAK, PAUL VAN CAMP, JONATHAN EGSTAD and PRICE PETHEL for their pioneering effort on the NUKE-2D Compositing Software. The Nuke-2D compositing software allows for the creation of complex interactive digital composites using relatively modest computing hardware. [Digital Imaging Technology]","","YES",NA,NA,NA
"1289",1289,2001,"2001 (74th)","Scientific and Technical (Technical Achievement Award)","To DR. GARLAND STERN for the concept and implementation of the Cel Paint Software System. All current cel painting applications in the motion picture industry can be traced back to the original idea and pioneering implementation of Garland Stern. [Digital Imaging Technology]","","YES",NA,NA,NA
"1291",1291,2001,"2001 (74th)","Scientific and Technical (Gordon E. Sawyer Award)","Edmund M. Di Giulio","","YES",NA,NA,NA
"1292",1292,2001,"2001 (74th)","Scientific and Technical (Bonner Medal)","To Ray Feeney in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.","","YES",NA,NA,NA
"1293",1293,2001,"2001 (74th)","Scientific and Technical (Special Awards)","To Rune Ericson for his pioneering development and 30 years of dedication to the Super 16mm format for motion pictures. The Super 16mm film format has achieved a significant impact on the worldwide film industry by playing a major role in empowering low budget films to be produced for theatrical release.","","YES",NA,NA,NA
"1296",1296,2000,"2000 (73rd)","Actor -- Leading Role","Russell Crowe","Gladiator {'Maximus Decimus Meridius'}","YES","Gladiator","Russell Crowe","Gladiator (2000)"
"1302",1302,2000,"2000 (73rd)","Actor -- Supporting Role","Benicio Del Toro","Traffic {'Javier Rodriguez'}","YES","Traffic","Benicio Del Toro","Traffic (2000)"
"1309",1309,2000,"2000 (73rd)","Actress -- Leading Role","Julia Roberts","Erin Brockovich {'Erin Brockovich'}","YES","Erin Brockovich","Julia Roberts","Erin Brockovich (2000)"
"1311",1311,2000,"2000 (73rd)","Actress -- Supporting Role","Marcia Gay Harden","Pollock {'Lee Krasner'}","YES","Pollock","Marcia Gay Harden","Pollock (2000)"
"1315",1315,2000,"2000 (73rd)","Art Direction","Crouching Tiger, Hidden Dragon","Tim Yip","YES","Crouching Tiger, Hidden Dragon","Tim Yip","Crouching Tiger, Hidden Dragon (2000)"
"1320",1320,2000,"2000 (73rd)","Cinematography","Crouching Tiger, Hidden Dragon","Peter Pau","YES","Crouching Tiger, Hidden Dragon","Peter Pau","Crouching Tiger, Hidden Dragon (2000)"
"1327",1327,2000,"2000 (73rd)","Costume Design","Gladiator","Janty Yates","YES","Gladiator","Janty Yates","Gladiator (2000)"
"1334",1334,2000,"2000 (73rd)","Directing","Traffic","Steven Soderbergh","YES","Traffic","Steven Soderbergh","Traffic (2000)"
"1335",1335,2000,"2000 (73rd)","Documentary (Feature)","Into the Arms of Strangers: Stories of the Kindertransport","Mark Jonathan Harris, Deborah Oppenheimer","YES","Into the Arms of Strangers: Stories of the Kindertransport","Mark Jonathan Harris, Deborah Oppenheimer","Into the Arms of Strangers: Stories of the Kindertransport (2000)"
"1340",1340,2000,"2000 (73rd)","Documentary (Short Subject)","Big Mama","Tracy Seretean","YES","Big Mama","Tracy Seretean","Big Mama (2000)"
"1348",1348,2000,"2000 (73rd)","Film Editing","Traffic","Stephen Mirrione","YES","Traffic","Stephen Mirrione","Traffic (2000)"
"1351",1351,2000,"2000 (73rd)","Foreign Language Film","Crouching Tiger, Hidden Dragon","Taiwan","YES","Crouching Tiger, Hidden Dragon","Taiwan","Crouching Tiger, Hidden Dragon (2000)"
"1356",1356,2000,"2000 (73rd)","Makeup","Dr. Seuss' How the Grinch Stole Christmas","Rick Baker, Gail Ryan","YES","Dr. Seuss' How the Grinch Stole Christmas","Rick Baker, Gail Ryan","Dr. Seuss' How the Grinch Stole Christmas (2000)"
"1359",1359,2000,"2000 (73rd)","Music (Scoring)","Crouching Tiger, Hidden Dragon","Tan Dun","YES","Crouching Tiger, Hidden Dragon","Tan Dun","Crouching Tiger, Hidden Dragon (2000)"
"1367",1367,2000,"2000 (73rd)","Music (Song)","Wonder Boys","Music and Lyric by Bob Dylan","YES","Wonder Boys","Music and Lyric by Bob Dylan","Wonder Boys (2000)"
"1371",1371,2000,"2000 (73rd)","Best Picture","Gladiator","Douglas Wick, David Franzoni and Branko Lustig, Producers","YES","Gladiator","Douglas Wick, David Franzoni and Branko Lustig, Producers","Gladiator (2000)"
"1373",1373,2000,"2000 (73rd)","Short Film (Animated)","Father and Daughter","Michael Dudok de Wit","YES","Father and Daughter","Michael Dudok de Wit","Father and Daughter (2000)"
"1378",1378,2000,"2000 (73rd)","Short Film (Live Action)","Quiero Ser (I want to be...)","Florian Gallenberger","YES","Quiero Ser (I want to be...)","Florian Gallenberger","Quiero Ser (I want to be...) (2000)"
"1382",1382,2000,"2000 (73rd)","Sound","Gladiator","Scott Millan, Bob Beemer, Ken Weston","YES","Gladiator","Scott Millan, Bob Beemer, Ken Weston","Gladiator (2000)"
"1387",1387,2000,"2000 (73rd)","Sound Editing","U-571","Jon Johnson","YES","U-571","Jon Johnson","U-571 (2000)"
"1388",1388,2000,"2000 (73rd)","Visual Effects","Gladiator","John Nelson, Neil Corbould, Tim Burke, Rob Harvey","YES","Gladiator","John Nelson, Neil Corbould, Tim Burke, Rob Harvey","Gladiator (2000)"
"1394",1394,2000,"2000 (73rd)","Writing","Traffic","Screenplay by Stephen Gaghan","YES","Traffic","Screenplay by Stephen Gaghan","Traffic (2000)"
"1396",1396,2000,"2000 (73rd)","Writing","Almost Famous","Written by Cameron Crowe","YES","Almost Famous","Written by Cameron Crowe","Almost Famous (2000)"
"1401",1401,2000,"2000 (73rd)","Honorary Award","To Jack Cardiff, master of light and color.","","YES",NA,NA,NA
"1402",1402,2000,"2000 (73rd)","Honorary Award","To Ernest Lehman, in appreciation of a body of varied and enduring work.","","YES",NA,NA,NA
"1403",1403,2000,"2000 (73rd)","Irving G. Thalberg Memorial Award","Dino De Laurentiis","","YES",NA,NA,NA
"1404",1404,2000,"2000 (73rd)","Scientific and Technical (Academy Award of Merit)","To ROB COOK, LOREN CARPENTER and ED CATMULL for their significant advancements to the field of motion picture rendering as exemplified in Pixar's Renderman."" Their broad professional influence in the industry continues to inspire and contribute to the advancement of computer-generated imagery for motion pictures. [Special Photographic]""","","YES",NA,NA,NA
"1405",1405,2000,"2000 (73rd)","Scientific and Technical (Scientific and Engineering Award)","To AL MAYER, SR. and AL MAYER, JR., for the mechanical design, IAIN NEIL for the optical design and BRIAN DANG for the electronic design of the Panavision Millennium XL Camera System. This camera brings the full uncompromised performance of larger heavy-duty cameras to the lightest weight category with ruggedness and advanced features previously expected only in specialized or effects cameras. [Camera]","","YES",NA,NA,NA
"1406",1406,2000,"2000 (73rd)","Scientific and Technical (Scientific and Engineering Award)","To JOE WARY, GERALD PAINTER and COLIN F. MOSSMAN for the design and development of the Deluxe Laboratories Multi Roller Film Transport System. This release print system at Deluxe Laboratories utilizes a revolutionary design allowing for higher print volumes, reduced space requirements for loop racks and elevators, and safer operation. [Laboratory]","","YES",NA,NA,NA
"1407",1407,2000,"2000 (73rd)","Scientific and Technical (Scientific and Engineering Award)","To ALVAH J. MILLER and PAUL JOHNSON of Lynx Robotics for the electronic and software design of the Lynx C-50 Camera Motor System. This camera motor, operated with programmable microprocessors, achieves an unprecedented range of precisely controlled speeds in stand-alone cameras or when synchronized to motion-control systems. [Camera]","","YES",NA,NA,NA
"1408",1408,2000,"2000 (73rd)","Scientific and Technical (Scientific and Engineering Award)","To AKAI DIGITAL for the design and development of the DD8plus digital audio dubber specifically designed for the motion picture industry. [These] digital audio dubbers have afforded the post-production community a faster, more cost-effective means of playing back hundreds of digital audio tracks for pre-mixing or final mixing in creating motion picture sound tracks. They also offer individual track slipping in multiple track configurations, random access recall, and both destructive and non-destructive editing capabilities, eliminating the requirements for razor blade conforming. [Sound]","","YES",NA,NA,NA
"1409",1409,2000,"2000 (73rd)","Scientific and Technical (Scientific and Engineering Award)","To FAIRLIGHT for the design and development of the DAD digital audio dubber specifically designed for the motion picture industry. [These] digital audio dubbers have afforded the post-production community a faster, more cost-effective means of playing back hundreds of digital audio tracks for pre-mixing or final mixing in creating motion picture sound tracks. They also offer individual track slipping in multiple track configurations, random access recall, and both destructive and non-destructive editing capabilities, eliminating the requirements for razor blade conforming. [Sound]","","YES",NA,NA,NA
"1410",1410,2000,"2000 (73rd)","Scientific and Technical (Scientific and Engineering Award)","To ADVANCED DIGITAL SYSTEMS GROUP (ADSG) for the design and development of the Sony DADR 5000 digital audio dubber specifically designed for the motion picture industry. [These] digital audio dubbers have afforded the post-production community a faster, more cost-effective means of playing back hundreds of digital audio tracks for pre-mixing or final mixing in creating motion picture sound tracks. They also offer individual track slipping in multiple track configurations, random access recall, and both destructive and non-destructive editing capabilities, eliminating the requirements for razor blade conforming. [Sound]","","YES",NA,NA,NA
"1411",1411,2000,"2000 (73rd)","Scientific and Technical (Scientific and Engineering Award)","To TIMELINE, INCORPORATED for the design and development of the MMR 8 digital audio dubber specifically designed for the motion picture industry. [These] digital audio dubbers have afforded the post-production community a faster, more cost-effective means of playing back hundreds of digital audio tracks for pre-mixing or final mixing in creating motion picture sound tracks. They also offer individual track slipping in multiple track configurations, random access recall, and both destructive and non-destructive editing capabilities, eliminating the requirements for razor blade conforming. [Sound]","","YES",NA,NA,NA
"1412",1412,2000,"2000 (73rd)","Scientific and Technical (Technical Achievement Award)","To LEONARD PINCUS, ASHOT NALBANDYAN, GEORGE JOHNSON, THOMAS KONG and DAVID PRINGLE for the design and development of the SoftSun low pressure xenon long-arc light sources, their power supplies and fixtures. With the ability to dim these very high powered lights at essentially constant Kelvin temperature and without flicker, these units produce a bright and even light source for general set lighting. The availability of very high wattage units allows production to extend the hours of work past the time when the crew would otherwise have lost the light."" [Lighting]""","","YES",NA,NA,NA
"1413",1413,2000,"2000 (73rd)","Scientific and Technical (Technical Achievement Award)","To VIC ARMSTRONG for the refinement and application to the film industry of the Fan Descender for accurately and safely arresting the descent of stunt persons in high freefalls. Considered a standard of the industry, the Fan Descender provides a means for significantly increasing the safety of very high stunt falls. The system permits falls to be made under controlled deceleration and with a highly predictable stopping point without limitation of camera angles. [Stage Operations]","","YES",NA,NA,NA
